File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::WaitForIdle(),4,3,3,1,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::WaitForItem(IRunnable* pItem),13,12,8,2,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,"Threads::ThreadPool::OnItemCompletion(IRunnable* pItem, ThreadPoolWorker* pCallerThread)",38,27,18,4,0,0,11,134,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ConditionVariableImpl.cpp,ConditionVariable::Impl::Impl(),6,6,2,0,0,4,0,6,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ConditionVariableImpl.cpp,ConditionVariable::Impl::~Impl(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ConditionVariableImpl.cpp,ConditionVariable::Impl::Wait(Mutex& m),35,27,21,2,5,0,3,6,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ConditionVariableImpl.cpp,ConditionVariable::Impl::Signal(),8,8,6,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ConditionVariableImpl.cpp,ConditionVariable::Impl::Broadcast(),10,8,6,1,0,0,2,11,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,Threads::Thread::Impl::Impl(IRunnable& entryPoint),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,Threads::Thread::Impl::~Impl(),7,3,3,0,1,0,3,45,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,Threads::Thread::Impl::GetName() const,3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,Threads::Thread::Impl::IsRunning() const,3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,Threads::Thread::Impl::SetName(const String& name),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,Threads::Thread::Impl::Start(),9,7,7,0,0,1,2,36,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,Threads::Thread::Impl::WaitForTermination(),7,4,4,1,1,0,2,31,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,Threads::Thread::Impl::GetProcessorCount(),4,4,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,Threads::Thread::Impl::Sleep(TimeValue tv),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,Threads::Thread::Impl::Win32ThreadProc(LPVOID lpParameter),21,16,12,1,4,0,1,13,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,"BeginThread( LPSECURITY_ATTRIBUTES lpThreadAttributes, SIZE_T dwStackSize, LPTHREAD_START_ROUTINE lpStartAddress, PVOID lpParameter, DWORD dwCreationFlags, LPDWORD lpThreadId)",8,8,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Win32\ThreadImpl.cpp,SetDebuggingThreadName(const String& name),13,13,9,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Time\Time.cpp,Time::GetCpuTime(),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Time\Time.cpp,Time::GetCurrentTime(),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Time\Time.cpp,Time::GetCurrentTimeUtc(),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Time\Time.cpp,"Time::GetDate(TimeValue tv, Date& date)",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Time\Time.cpp,Time::GetDateTime(const Date& date),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Time\Win32\TimeImpl.cpp,Impl::GetCpuTime(),10,8,8,1,2,3,0,12,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Time\Win32\TimeImpl.cpp,Impl::GetCurrentTime(),15,10,10,1,4,1,1,21,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Time\Win32\TimeImpl.cpp,Impl::GetCurrentTimeUtc(),12,8,8,1,3,1,1,21,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Time\Win32\TimeImpl.cpp,"Impl::GetDate(TimeValue tv, Date& date)",19,16,16,0,3,1,0,9,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Time\Win32\TimeImpl.cpp,Impl::GetDateTime(const Date& date),28,22,22,1,4,2,2,38,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Main.cpp,SafeCastTest(),22,18,15,0,4,3,0,5,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Main.cpp,main(),58,47,38,0,7,0,4,16,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Common.h,Test::PrintException(const E::Exception& e),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Common.h,"Test::PrintResultTime(bool result, const E::Time::Timer& t, const E::StringBuffer& msg )",3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Common.h,"Test::PrintResultTimeAndReset(bool result, E::Time::Timer& t, const E::StringBuffer& msg )",3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Common.h,"Test::PrintTime(const E::Time::Timer& t, const E::StringBuffer& msg )",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Common.h,"Test::PrintTimeAndReset(E::Time::Timer& t, const E::StringBuffer& msg )",3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Array.cpp,Test::Array::Run(),16,14,10,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Array.cpp,Test::Array::RunFunctionalityTest(),65,44,28,10,12,0,9,46,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Array.cpp,Test::Array::RunPerformanceTest(),50,40,30,5,9,0,1,6,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\DynamicArray.cpp,Test::DynamicArray::Run(),16,14,10,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\DynamicArray.cpp,Test::DynamicArray::RunFunctionalityTest(),159,98,70,15,20,0,41,140,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\DynamicArray.cpp,Test::DynamicArray::RunPerformanceTest(),82,72,54,9,10,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\List.cpp,Test::List::Run(),16,14,10,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\List.cpp,Test::List::RunFunctionalityTest(),342,219,178,21,43,4,80,318,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\List.cpp,Test::List::RunPerformanceTest(),86,56,44,6,7,2,23,178,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\List.cpp,"TimeFind(U32 count, const E::Containers::List<I32>& intList)",7,6,5,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\List.cpp,"TimeFind(U32 count, const std::vector<I32>& intList)",7,6,5,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\List.cpp,"TimeInsert(U32 count, E::Containers::List<I32>& intList)",6,5,4,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\List.cpp,"TimeInsert(U32 count, std::vector<I32>& intList)",6,5,4,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\List.cpp,"TimeRemove(U32 count, E::Containers::List<I32>& intList)",7,6,5,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\List.cpp,"TimeRemove(U32 count, std::vector<I32>& intList)",12,10,7,3,1,0,1,5,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\List.cpp,"TimeRemoveFast(U32 count, E::Containers::List<I32>& intList)",7,6,5,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,"CompareMap(const E::Containers::Map<U32, U32>& map, const std::map<U32, U32>& stdMap)",14,14,10,2,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,"CompareMap(const E::Containers::Map<U32, U32>&, const std::map<U32, U32>&)",1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,Test::Map::Run(),17,14,10,2,3,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,Test::Map::RunFunctionalityTest(),171,100,80,10,24,0,47,212,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,Test::Map::RunPerformanceTest(),113,49,39,5,4,3,60,358,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,"TimeFind(U32 count, const E::Containers::Map<U32, U32>& intMap)",7,6,5,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,"TimeFindValue(U32 count, const E::Containers::Map<U32, U32>& intMap)",7,6,5,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,"TimeFind(U32 count, const std::map<U32, U32>& intMap)",7,6,5,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,"TimeInsert(U32 count, E::Containers::Map<U32, U32>& intMap)",8,7,5,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,"TimeInsert(U32 count, std::map<U32, U32>& intMap)",8,7,5,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,"TimeRemoveBoth(U32 count, std::map<U32, U32>& intMapStd, Map<U32, U32>& intMap)",24,21,15,3,3,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,"TimeRemove(U32 count, E::Containers::Map<U32, U32>& intMap)",11,10,7,3,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Map.cpp,"TimeRemove(U32 count, std::map<U32, U32>& intMap)",11,10,7,3,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Queue.cpp,Test::Queue::Run(),16,14,10,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Queue.cpp,Test::Queue::RunFunctionalityTest(),161,107,75,16,19,0,35,91,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Queue.cpp,Test::Queue::RunPerformanceTest(),70,57,43,7,7,3,6,27,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Stack.cpp,Test::Stack::Run(),16,14,10,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Stack.cpp,Test::Stack::RunFunctionalityTest(),108,61,49,6,13,0,34,87,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Containers\Stack.cpp,Test::Stack::RunPerformanceTest(),12,10,6,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\EventSystem\Event.cpp,Test::Event::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\EventSystem\Event.cpp,Test::Event::RunFunctionalityTest(),77,58,56,1,16,0,3,4,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\EventSystem\Event.cpp,Test::Event::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\FileSystem\File.cpp,ToString(const E::Time::Date& source),7,6,6,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\FileSystem\File.cpp,PrintFileInfo(const E::FileInfo& fileInfo),6,6,6,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\FileSystem\File.cpp,Test::File::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\FileSystem\File.cpp,Test::File::RunFunctionalityTest(),69,52,44,6,12,0,5,28,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\FileSystem\File.cpp,Test::File::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Algorithm.cpp,Test::Algorithm::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Algorithm.cpp,"CheckSortedArray(const E::Containers::DynamicArray<T>& a, bool printValuesFlag = false)",11,11,7,3,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Algorithm.cpp,"CompareSortedArray(const E::Containers::DynamicArray<T>& a, const std::vector<T>& b)",6,6,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Algorithm.cpp,"CompareSortedArray(const E::Containers::DynamicArray<T>&, const std::vector<T>&)",1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Algorithm.cpp,Test::Algorithm::RunFunctionalityTest(),40,25,25,1,7,0,8,26,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Algorithm.cpp,Test::Algorithm::RunPerformanceTest(),18,12,12,1,6,2,0,6,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Algorithm.cpp,"compare_ints(const void* a, const void* b)",6,6,6,3,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Algorithm.cpp,"SortPerformanceComparison(I32 minValue, I32 maxValue, U32 maxArraySize, U32 iterationCount)",186,85,63,7,12,0,89,662,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Hash.cpp,Test::Hash::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Hash.cpp,Test::Hash::RunFunctionalityTest(),22,19,16,2,3,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Hash.cpp,Test::Hash::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Matrix.cpp,Test::Matrix::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Matrix.cpp,Test::Matrix::RunFunctionalityTest(),202,112,108,1,16,0,74,262,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Matrix.cpp,Test::Matrix::RunPerformanceTest(),94,78,28,2,15,1,1,5,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Quaternion.cpp,Test::Quaternion::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Quaternion.cpp,Test::Quaternion::RunFunctionalityTest(),169,84,76,2,20,0,65,230,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Quaternion.cpp,Test::Quaternion::RunPerformanceTest(),54,44,22,2,9,1,1,5,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Vector.cpp,Test::Vector::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Vector.cpp,Test::Vector::RunFunctionalityTest(),342,166,160,4,37,0,139,446,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Math\Vector.cpp,Test::Vector::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Memory\Allocator.cpp,Test::Allocator::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Memory\Allocator.cpp,Test::Allocator::RunFunctionalityTest(),39,35,30,2,4,1,0,7,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Memory\Allocator.cpp,Test::Allocator::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Memory\Factory.cpp,Test::Factory::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Memory\Factory.cpp,Test::Factory::RunFunctionalityTest(),61,42,36,3,13,0,6,52,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Memory\Factory.cpp,Test::Factory::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Memory\GarbageCollection.cpp,Test::GarbageCollection::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Memory\GarbageCollection.cpp,Test::GarbageCollection::RunFunctionalityTest(),104,77,69,1,14,0,13,47,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Memory\GarbageCollection.cpp,Test::GarbageCollection::RunPerformanceTest(),45,24,22,7,11,0,10,26,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Serialization\Serialization.cpp,Test::Serialization::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Serialization\Serialization.cpp,Test::Serialization::RunFunctionalityTest(),205,156,148,5,35,0,14,19,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Serialization\Serialization.cpp,Test::Serialization::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\SmartPointers\IntrusivePtr.cpp,Test::IntrusivePtr::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\SmartPointers\IntrusivePtr.cpp,Test::IntrusivePtr::RunFunctionalityTest(),14,11,11,1,2,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\SmartPointers\IntrusivePtr.cpp,Test::IntrusivePtr::RunPerformanceTest(),55,44,29,6,7,0,4,7,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\SmartPointers\SharedPtr.cpp,Test::SharedPtr::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\SmartPointers\SharedPtr.cpp,Test::SharedPtr::RunFunctionalityTest(),142,107,100,1,19,0,16,67,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\SmartPointers\SharedPtr.cpp,Test::SharedPtr::RunPerformanceTest(),106,69,46,10,16,0,21,119,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\SmartPointers\WeakPtr.cpp,Test::WeakPtr::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\SmartPointers\WeakPtr.cpp,Test::WeakPtr::RunFunctionalityTest(),144,112,102,1,22,0,10,36,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\SmartPointers\WeakPtr.cpp,Test::WeakPtr::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Text\String.cpp,Test::String::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Text\String.cpp,Test::String::RunFunctionalityTest(),229,91,91,1,40,0,98,446,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Text\String.cpp,Test::String::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Text\StringBuffer.cpp,Test::StringBuffer::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Text\StringBuffer.cpp,Test::StringBuffer::RunFunctionalityTest(),235,128,128,1,16,0,91,370,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Text\StringBuffer.cpp,Test::StringBuffer::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Threads\Thread.cpp,Test::Thread::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Threads\Thread.cpp,Test::Thread::RunFunctionalityTest(),94,59,53,8,18,1,17,45,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Threads\Thread.cpp,Test::Thread::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Time\Time.cpp,"operator<<(E::Serialization::ISerializer& target, const E::Time::Date& source)",7,6,6,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Time\Time.cpp,Test::Time::Run(),15,13,9,2,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Time\Time.cpp,Test::Time::RunFunctionalityTest(),21,15,15,1,6,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCoreTest\Source\Test\Time\Time.cpp,Test::Time::RunPerformanceTest(),4,3,3,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\ConstantBuffer.cpp,Graphics::ConstantBuffer::ConstantBuffer(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\ConstantBuffer.cpp,Graphics::ConstantBuffer::Initialize(IDeviceInstance deviceManager),9,8,8,0,0,0,1,3,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\ConstantBuffer.cpp,Graphics::ConstantBuffer::GetBuffer() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\ConstantBuffer.cpp,"Graphics::ConstantBuffer::Set(U32 registerID, const Matrix4f& value)",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\ConstantBuffer.cpp,"Graphics::ConstantBuffer::Set(U32 registerID, const Vector4f& value)",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\ConstantBuffer.cpp,"Graphics::ConstantBuffer::Set(U32 registerID, const Vector3f& value, U32 slot)",17,15,11,1,0,0,2,13,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\ConstantBuffer.cpp,"Graphics::ConstantBuffer::Set(U32 registerID, const Vector2f& value, U32 slot)",16,14,10,1,0,0,2,13,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\ConstantBuffer.cpp,"Graphics::ConstantBuffer::Set(U32 registerID, F32 value, U32 slot)",15,13,9,1,0,0,2,13,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\ConstantBuffer.cpp,"Graphics::ConstantBuffer::Set(U32 registerID, F32 slot0Value, F32 slot1Value, F32 slot2Value, F32 slot3Value)",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\Frustum.cpp,Graphics::Frustum::Frustum(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\Frustum.cpp,Graphics::Frustum::GetBoundingSphere() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eEngine\Source\Graphics\Frustum.cpp,Graphics::Frustum::GetViewProjectionMatrix() const,2,2,2,1,0,0,0,0,
